+--------------------------------------+------------------------------------------------------+--------+
| ID                                   | Name                                                 | Status |
| 1a30f1f7-c86c-4877-837d-f60939efbcdd | CentOS-8.1-202004                                    | active |
| c9b7a469-a7ed-4119-b840-fd5169ee4348 | CentOS-8.4-202107                                    | active |
| 66319122-6d6f-4c46-8c0d-bdda0323432e | Centos-8-v1.16.4-mcs.1                               | active |
| e1dc2715-39bf-4220-882f-b407f0d2fd30 | Centos-8-v1.16.4-mcs.2                               | active |
| 09cf85a5-faf3-4449-a1a3-e776baf81200 | Centos-8-v1.16.4-mcs.3                               | active |
| ff2976cb-64ac-4e68-854d-3c87a025a8b7 | Centos-8-v1.16.4-mcs.4                               | active |
| 0d741a51-7a84-4b4b-b8ee-262bc0fec9ca | Centos-8-v1.16.4-mcs.5                               | active |
| 5d0d6170-fcc5-4a13-8fbb-3b6671cc5bf2 | Centos-8-v1.16.4-mcs.6                               | active |
| 010994a9-3249-44f7-94c5-0e2e84c5ec35 | Centos-8-v1.16.4-mcs.6                               | active |
| 157a2701-e857-4ca6-ace1-bae4b773e36f | Centos-8-v1.16.4-mcs.7                               | active |
| 9d8366d0-8f72-4ddc-b430-bc5fb4a09a14 | Centos-8-v1.17.8-mcs.2                               | active |
| b90d92ea-cebb-4fec-90c2-da12c38fa844 | Centos-8-v1.17.8-mcs.2                               | active |
| 99aa4dd0-567a-46e2-9868-24fb39f6598d | Centos-8-v1.17.8-mcs.3                               | active |
| 04bca960-4fcb-4084-bb60-45aa947cdaed | Centos-8-v1.17.8-mcs.3                               | active |
| cfd59519-2c17-42ee-8214-ca9df5ff1caf | Centos-8-v1.17.8-mcs.4                               | active |
| 6601373f-4ff4-4bf1-8c40-560f33cefb2e | Centos-8-v1.17.8-mcs.4                               | active |
| ba23fa85-760c-4169-837e-3d64c071b560 | Centos-8-v1.17.8-mcs.5                               | active |
| 95c98511-80a6-40e6-b9d7-40ac05d22a7e | Centos-8-v1.17.8-mcs.6                               | active |
| 25e16338-f6a4-4d27-8ae9-924466b8e613 | Centos-8-v1.17.8-mcs.7                               | active |
| d5a40fa2-bab2-46d5-8b24-674ffa0e70b6 | Centos-8-v1.18.12-mcs.1                              | active |
| ff9b9b99-34f9-4203-aa11-281be4cf0a01 | Centos-8-v1.18.12-mcs.2                              | active |
| 7e16763a-8588-4d6f-8d63-f8cd06b418f9 | Centos-8-v1.18.12-mcs.2                              | active |
| a7d91390-7ce9-4939-9dc3-a1eb1794370c | Centos-8-v1.18.12-mcs.4                              | active |
| 2fa8bef9-563b-45bf-b3c0-71ed617b55b0 | Centos-8-v1.18.12-mcs.5                              | active |
| 8a057875-8dec-440a-a585-7673dc27de44 | Centos-8-v1.18.12-mcs.5                              | active |
| c5a66b33-9c5c-4791-b18a-f86fe04d1ddf | Centos-8-v1.18.12-mcs.6                              | active |
| f97fadad-ea69-441c-ba0a-7e2ef89a4c21 | Centos-8-v1.18.12-mcs.7                              | active |
| af081d45-2c4e-4cfa-bdd8-79a5c9bcbe48 | Centos-8-v1.18.12-mcs.8                              | active |
| e0144e59-b2d7-4dae-89c2-fd4d2862e7da | Centos-8-v1.19.4-mcs.1                               | active |
| 5a0accad-71b8-4f2e-b7fa-a9d2978b378c | Centos-8-v1.19.4-mcs.2                               | active |
| e4f4de09-7c34-4aa8-bce3-5a449e3477fa | Centos-8-v1.19.4-mcs.3                               | active |
| 7b9c398b-bc26-41e8-a356-f0609c23429b | Centos-8-v1.19.4-mcs.4                               | active |
| daf6aca2-fca0-4b64-8da3-c32325e52252 | Centos-8-v1.19.4-mcs.5                               | active |
| 6fa6082e-2d88-4437-b927-bd9a92c6fdb8 | Centos-8-v1.19.4-mcs.6                               | active |
